timestamp, name, utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB],,memory.used,[MiB], temperature.gpu,,power.draw,[W],,GPU Utilization,Memory Utlization,Used memory,Temp,Power
05:48.4, NVIDIA A100-SXM4-80GB,0%,0%, 81920 MiB, 81100 MiB,,0,MiB,37,,61.75,W,,71%,42%,21777,51,216
05:49.4, NVIDIA A100-SXM4-80GB,0%,0%, 81920 MiB, 81096 MiB,,3,MiB,38,,80.63,W,,,,,,
05:50.4, NVIDIA A100-SXM4-80GB,0%,0%, 81920 MiB, 81096 MiB,,3,MiB,38,,80.63,W,,,,,,
05:51.4, NVIDIA A100-SXM4-80GB,0%,0%, 81920 MiB, 81096 MiB,,3,MiB,38,,61.14,W,,,,,,
05:52.4, NVIDIA A100-SXM4-80GB,0%,0%, 81920 MiB, 81096 MiB,,3,MiB,38,,61.14,W,,,,,,
05:53.4, NVIDIA A100-SXM4-80GB,0%,0%, 81920 MiB, 81096 MiB,,3,MiB,38,,61.68,W,,,,,,
05:54.4, NVIDIA A100-SXM4-80GB,0%,0%, 81920 MiB, 80506 MiB,,593,MiB,38,,71.69,W,,,,,,
05:55.6, NVIDIA A100-SXM4-80GB,0%,0%, 81920 MiB, 80492 MiB,,607,MiB,38,,71.98,W,,,,,,
05:56.6, NVIDIA A100-SXM4-80GB,0%,0%, 81920 MiB, 80492 MiB,,607,MiB,38,,71.98,W,,,,,,
05:57.6, NVIDIA A100-SXM4-80GB,0%,0%, 81920 MiB, 80492 MiB,,607,MiB,38,,71.98,W,,,,,,
05:58.6, NVIDIA A100-SXM4-80GB,0%,0%, 81920 MiB, 80492 MiB,,607,MiB,38,,71.98,W,,,,,,
05:59.6, NVIDIA A100-SXM4-80GB,0%,0%, 81920 MiB, 80492 MiB,,607,MiB,38,,71.98,W,,,,,,
06:00.6, NVIDIA A100-SXM4-80GB,0%,0%, 81920 MiB, 80492 MiB,,607,MiB,38,,74.66,W,,,,,,
06:01.6, NVIDIA A100-SXM4-80GB,0%,0%, 81920 MiB, 80492 MiB,,607,MiB,38,,71.98,W,,,,,,
06:02.6, NVIDIA A100-SXM4-80GB,0%,0%, 81920 MiB, 80492 MiB,,607,MiB,38,,71.98,W,,,,,,
06:03.6, NVIDIA A100-SXM4-80GB,0%,0%, 81920 MiB, 80492 MiB,,607,MiB,38,,71.98,W,,,,,,
06:04.6, NVIDIA A100-SXM4-80GB,0%,0%, 81920 MiB, 80492 MiB,,607,MiB,38,,72.01,W,,,,,,
06:05.6, NVIDIA A100-SXM4-80GB,0%,0%, 81920 MiB, 80492 MiB,,607,MiB,38,,71.72,W,,,,,,
06:06.6, NVIDIA A100-SXM4-80GB,0%,0%, 81920 MiB, 80492 MiB,,607,MiB,38,,71.72,W,,,,,,
06:07.6, NVIDIA A100-SXM4-80GB,0%,0%, 81920 MiB, 80492 MiB,,607,MiB,38,,72.01,W,,,,,,
06:08.6, NVIDIA A100-SXM4-80GB,0%,0%, 81920 MiB, 80492 MiB,,607,MiB,38,,72.1,W,,,,,,
06:09.6, NVIDIA A100-SXM4-80GB,0%,0%, 81920 MiB, 80492 MiB,,607,MiB,38,,74.23,W,,,,,,
06:10.6, NVIDIA A100-SXM4-80GB,0%,0%, 81920 MiB, 80492 MiB,,607,MiB,38,,71.97,W,,,,,,
06:11.7, NVIDIA A100-SXM4-80GB,0%,0%, 81920 MiB, 80492 MiB,,607,MiB,38,,72.06,W,,,,,,
06:12.7, NVIDIA A100-SXM4-80GB,0%,0%, 81920 MiB, 80492 MiB,,607,MiB,38,,71.97,W,,,,,,
06:13.7, NVIDIA A100-SXM4-80GB,0%,0%, 81920 MiB, 80492 MiB,,607,MiB,38,,72.1,W,,,,,,
06:14.7, NVIDIA A100-SXM4-80GB,0%,0%, 81920 MiB, 80492 MiB,,607,MiB,38,,72.01,W,,,,,,
